policy,lambda_social,r_demarketer,Q_base,Q_treat,throughput_reduction,leakage,relative_profit_demarketers,profit_ratio_demarketers,profit_ratio_mean,profit_total_treat,profit_total_base,cs_mean_treat,cs_mean_base,rebound_mean_treat,units_lost_at_demarketers,prop_rate,d_mean,r_mean,n_exits,n_exits_demarketers,n_exits_conventional,viable,PMV,share_micro_negative,mean_micro_g,regime
0.0,0.525,0.25,779.7389560434419,742.1511066919593,0.04820568353056417,0.2808443871925128,0.5761952411511,0.47358371025264256,0.7865562707424949,53.90279764663693,56.32595931999104,0.7432716008181256,0.7164362017481107,0.0,52.26664254867555,0.125,0.04758405119999999,0.016994304000000002,0,0,0,False,False,0.0,0.42942557752635613,futility
0.0,0.525,0.375,779.7389560434419,681.6849806693873,0.12575231058301992,-0.422803235212835,1.1043169123693959,0.8389999418572752,0.807330547082632,59.85380646727343,56.32595931999104,0.7747534380776309,0.7164362017481107,0.0,68.91604752317483,0.125,0.1335440512,0.071541456,0,0,0,True,True,0.0,0.42942557752635613,niche
0.0,0.525,0.5,779.7389560434419,590.7703510055944,0.2423485495667853,-0.9517419813588031,2.1053090813308706,1.489087009242903,1.1127584039714489,88.6145974689219,56.32595931999104,0.8066123004773899,0.7164362017481107,0.0,96.82048490153782,0.5,0.26193999999999995,0.18710000000000004,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.525,0.625,779.7389560434419,540.1234200190829,0.30730225053807525,-1.2844958022251398,3.2537735060327413,2.15518345481378,1.4126858519963805,120.13160160065371,56.32595931999104,0.8265020405713267,0.7164362017481107,0.0,104.88771123631271,0.625,0.3196928,0.28544,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.525,0.75,779.7389560434419,537.0258087820905,0.31127487652140473,-1.3010497522412816,3.9549664749310747,2.4653910518355704,1.682867521339003,152.06018589249504,56.32595931999104,0.8137600676342596,0.7164362017481107,0.0,105.47931309392271,0.625,0.319313792,0.34212191999999997,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.525,0.875,779.7389560434419,510.1561370492218,0.3457347063460053,-1.3149263101222308,5.487537530697508,3.23317023959095,2.0399014851477455,195.01441845343416,56.32595931999104,0.8195818713322212,0.7164362017481107,0.0,116.45416867718171,0.625,0.34826623999999995,0.4353328,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.525,1.0,779.7389560434419,507.6488947780487,0.3489501956475728,-1.215572991152241,6.901319366320421,3.8578798285323757,2.3402203271146425,235.80270045416782,56.32595931999104,0.8109770659916659,0.7164362017481107,0.0,122.80798797961913,0.625,0.34826623999999995,0.4975232,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.6,0.0,709.0803547324301,704.2371440234876,0.006830270612658637,0.9719834804257242,0.0,0.0,1.8704717496637684,67.43053876554228,40.938978784546535,0.8232611229573187,0.8167807315315618,0.0,172.86982046797226,0.25,0.15749999999999997,0.0,2,2,0,False,False,0.0,0.42942557752635613,collapse
0.0,0.6,0.125,709.0803547324301,670.0848280409656,0.05499451004559195,0.12284732197557369,0.3102451139311281,0.23415713091611728,0.6525328451054825,35.394594739377105,40.938978784546535,0.8487868188501609,0.8167807315315618,0.0,44.45694309375251,0.125,0.04758405119999999,0.008497152000000001,0,0,0,False,False,0.0,0.42942557752635613,strained
0.0,0.6,0.25,709.0803547324301,599.3328882138062,0.1547743718834756,-1.0549683133548378,1.0218839859228932,0.6945902290273046,0.5851710087466715,35.24461171232444,40.938978784546535,0.8885906858296585,0.8167807315315618,0.0,53.405916677837105,0.25,0.14488006399999998,0.05174288,0,0,0,True,True,0.0,0.42942557752635613,niche
0.0,0.6,0.375,709.0803547324301,494.54446302624825,0.3025551198455308,-1.9773061720596035,2.5977071886178735,1.6099267724091502,0.804530742330193,53.14516043832387,40.938978784546535,0.9328026160545676,0.8167807315315618,0.0,72.05704731326739,0.5,0.29946,0.160425,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.6,0.5,709.0803547324301,472.3823564762623,0.33380983787864954,-2.0357683369343147,3.6725633783349534,2.0956219073049183,1.109609436259889,79.60924695802396,40.938978784546535,0.9324137786084334,0.8167807315315618,0.0,77.96971704869893,0.625,0.3336928,0.238352,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.6,0.625,709.0803547324301,461.154241934299,0.34964459407662685,-1.8997060984560887,4.798068736588084,2.5408299745261194,1.3919729716998765,107.61149594867622,40.938978784546535,0.9294844482576582,0.8167807315315618,0.0,85.5004281055022,0.625,0.34826623999999995,0.310952,0,0,0,True,True,0.0,0.42942557752635613,tipping
0.0,0.6,0.75,709.0803547324301,458.9384717156118,0.35276944474256205,-1.6923580084640957,6.0519383146964225,2.993751479317977,1.655492699063617,137.00708374009167,40.938978784546535,0.9220292501065724,0.8167807315315618,0.0,92.90810591698252,0.625,0.34826623999999995,0.3731424,0,0,0,True,True,0.0,0.42942557752635613,tipping
